p_recall,timestamp,delta,user_id,learning_language,ui_language,lexeme_id,lexeme_string,history_seen,history_correct,session_seen,session_correct
1.0,1362855967,1151396,u:iciZ,pt,en,26133676f75f829992c823dd7402f9a3,<*sf>/castanho<adj><*gndr><*numb>,1,1,1,1
1.0,1362526482,83767,u:c1X3,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,1119,1011,3,3
0.5,1362467597,55562,u:iL6k,es,en,e8578c557b3989f9efbc424f9430091d,come/comer<vblex><pri><p3><sg>,19,16,2,1
1.0,1362614643,377381,u:gvoY,pt,en,c32c890a3fbf84c25e79d9a4b4fede99,e/e<cnjcoo>,8,7,2,2
1.0,1362614687,497584,u:idiQ,es,en,698a096a49f8a164caa5dcbfad271fd8,hombres/hombre<n><m><pl>,9,9,2,2
1.0,1362412146,812,u:hrZ2,es,en,c2c8a202a12411858f87d4dcef5b2998,no/no<adv>,29,26,1,1
0.666666666667,1362176608,161469,u:iIbo,es,en,c5a5d664ac5b4440b3da8613095dd840,un/uno<det><ind><m><sg>,13,12,3,2
1.0,1362612034,366,u:gAxv,es,en,949dcde4140ed63db24a73573f6ce7ea,gato/gato<n><m><sg>,21,21,1,1
1.0,1363042389,3608040,u:faM1,fr,en,26ec3f09f01829b62324e3730e4d50a5,derrière/derrière<pr>,5,4,1,1
1.0,1362816341,121453,u:hW1Y,en,es,0e9f09196d4abc6a5ae82dd6d8772c95,tail/tail<n><sg>,4,4,1,1
0.75,1362241280,225,u:dthz,en,es,e41e0391916896ce8d865838f59022b6,walk/walk<vblex><pres>,5,5,4,3
1.0,1362594427,913,u:RRT,en,es,6467457ef675ada64c360e7d17642aaf,men/man<n><pl>,8,6,2,2
1.0,1362673263,605522,u:h26R,fr,en,a142dd0d11d54e044e4b66f65953b0a7,sont/être<vbser><pri><p3><pl>,6,5,3,3
1.0,1362548801,345565,u:iNTH,es,en,605a1c36da2cf22706eaad95b0b7eeee,niño/niño<n><m><sg>,10,9,5,5
1.0,1363036843,127724,u:IY_,en,es,81d3f527c32966c66d91396f06430cf8,elephant/elephant<n><sg>,46,38,1,1
1.0,1362424657,129416,u:h-sD,fr,en,5e8466a042668b3b44be8c8e815e0a98,vers/vers<pr>,4,4,2,2
1.0,1362432671,83536,u:fwHX,en,it,1849080c74cfc80bb39a5a493e85efe8,see/see<vblex><inf>,14,10,2,2
0.0,1362764929,2233033,u:hFBz,de,en,7070ddd564fccd8da0362941b8a647b8,teller/teller<n><m><sg><acc>,3,3,1,0
1.0,1362524644,262,u:iGt0,fr,en,65675f993b9cdc38918837f561a70625,l'/le<det><def><mf><sg>,64,61,1,1
1.0,1362269807,958889,u:f_Cz,en,it,5cda37194d9474e70ea2d0f7d4d6beaf,that/that<det><dem><sg>,10,10,1,1
1.0,1363060644,1123206,u:gQP6,es,en,fda174b61b0ed5e2eaa6deceae37f56b,son/ser<vbser><pri><p3><pl>,64,57,2,2
1.0,1362865804,166,u:hUyl,en,pt,a617ed646a251e339738ce62b84e61ce,are/be<vbser><pres>,196,186,2,2
1.0,1362350942,95818,u:h-Q7,es,en,f00cd5d54171096208a6a1e13ab02ab9,perro/perro<n><m><sg>,8,6,2,2
1.0,1362713301,239200,u:gKYc,de,en,0d2e5b33c5e57761872abf97ec9398e3,äpfel/apfel<n><m><pl><acc>,33,32,1,1
0.5,1362840440,605659,u:gdRO,es,en,9e1e98c90cd2c0ccdab273e35a4fa3db,hace/hacer<vblex><pri><p3><sg>,3,3,2,1
0.0,1362870028,2081,u:h9TH,en,es,80148baf63314508961d9df0d6f5afcb,or/or<cnjcoo>,20,20,1,0
1.0,1362184667,230,u:ixCb,fr,en,5b714a6b291731d4b753c6372cde357a,manges/manger<vblex><pri><p2><sg>,3,2,2,2
1.0,1362913041,230087,u:fKmu,en,es,0a7ad985b6b19b5cfb4723f207220a3d,they/prpers<prn><subj><p3><mf><pl>,33,31,1,1
1.0,1362243711,7581,u:c3Dc,es,en,88d32763695c33d85f3e8af4bb09b6ee,araña/araña<n><f><sg>,13,11,1,1
1.0,1362500339,598,u:hX7R,en,pt,33a7fd42f74b2d2b1110f1b0c8b6db38,not/not<adv>,32,31,2,2
1.0,1362796879,228,u:eNuI,en,es,842443fda40da053ff7f8d68c1af99b8,oil/oil<n><sg>,6,5,1,1
1.0,1362935007,158,u:jbE5,es,en,a96439c6627d7b2447435b1a5f32eade,yo/prpers<prn><tn><p1><mf><sg>,9,7,5,5
1.0,1362282799,235,u:hVoe,en,es,9443f902cdcf9f4da3b5f58d3f657efe,you/prpers<@ij:thank_you>,5,5,2,2
0.75,1362202934,980,u:gy2y,es,en,065d3cd6bc42c437f89877740698c750,bebes/beber<vblex><pri><p2><sg>,24,20,4,3
1.0,1362502446,2228,u:iXcM,en,es,c00649d7a795a4ad88d646ecab3cc07d,has/have<vblex><pri><p3><sg>,6,6,3,3
1.0,1363057196,1038608,u:h2P-,es,en,e65d48bba2ed7105d16e9e8bc8d55405,hermana/hermano<n><f><sg>,7,6,1,1
1.0,1362703373,15487503,u:cvqv,en,es,733404922a439bcf40584b61a027a3f9,coat/coat<n><sg>,3,3,3,3
1.0,1362086159,421653,u:imoy,es,en,628cef8d899000df1fef22b0f49f403c,corres/correr<vblex><pri><p2><sg>,3,3,4,4
1.0,1362157157,253,u:hjTK,en,pt,bf608564b6e7c672a96cd7d1bb1d5f3f,crab/crab<n><sg>,5,4,2,2
1.0,1362281415,277279,u:iGNU,it,en,1e62ecc520ee52d3d7a30e24d05da1e5,verdura/verdura<n><f><sg>,2,2,2,2
1.0,1362328170,373,u:hCRZ,en,es,20ea5151ddf71842b413fa85663e9a7f,find/find<vblex><pres>,1,1,3,3
1.0,1363037415,957182,u:h5Mz,en,pt,cd6d617c7071b0bb4b0863ab14ff6d80,pasta/pasta<n><sg>,6,6,3,3
1.0,1362588138,236430,u:iQdP,de,en,b23179d4d2325444422b2bfc7f0c1775,danke/danken<vblex><pri><p1><sg>,6,6,1,1
1.0,1362694901,180519,u:iZlb,en,es,d08cf940a72a6e1df3a6ae6bbd9f100f,you/prpers<prn><subj><p2><mf><sp>,3,3,4,4
1.0,1362167745,10328,u:e61P,fr,en,aba6c498a63403a438acda191e90d89c,adieu/adieu<n><m><sg>,98,86,1,1
1.0,1362108547,1514265,u:cjZp,en,es,25f8dfef9dea5a255e1bd075fd0bf382,walk/walk<vblex><inf><@future>,5,4,1,1
1.0,1362703695,297,u:eJJy,en,es,c9fb923e49d5cba24b5afb9ee1cff2a9,wine/wine<n><sg>,19,17,3,3
1.0,1363041201,339,u:i6TH,en,es,390ca9c2868c14c5616c460e4f31762c,women/woman<n><pl>,27,26,3,3
1.0,1362920628,3841839,u:gHxU,es,en,9353386b0c4e64accaac7bc00f86959d,mis/mío<det><pos><mf><pl>,5,5,2,2
1.0,1362848186,154497,u:iE3z,es,en,08b5bfeef548a7f46065768ba926e325,anoche/anoche<adv>,3,2,2,2
1.0,1362084073,494,u:eDpY,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,22,20,1,1
1.0,1362975075,14105721,u:b7so,en,es,f7dded473c36727058c6ed58f0bbd88e,shoe/shoe<n><sg>,8,7,1,1
1.0,1362934419,342649,u:bpPZ,es,en,4565748db138768b1d9f12373c58fe96,pronto/pronto<adv>,2,2,1,1
1.0,1362529497,943646,u:h4jA,it,en,13a4dd316e897041bdb5140b9cbe3623,sue/sue<prn><pos><f><pl>,2,2,3,3
1.0,1362401398,3168925,u:gjKm,en,it,c6810c7dd23809bc3fcc5e888f619acf,artists/artist<n><pl>,2,2,1,1
0.5,1363101415,15700,u:fPSy,en,it,375662ec82debfdebd8215b147848cc7,woman/woman<n><sg>,57,54,2,1
0.0,1363048096,5670,u:i-dK,es,en,2ca57053774396953fc2c5d4bdaa2205,menú/menú<n><m><sg>,3,3,1,0
1.0,1362672870,605673,u:gCIw,es,en,c2c8a202a12411858f87d4dcef5b2998,no/no<adv>,6,6,1,1
1.0,1363097155,37869,u:gVZn,en,pt,51fb73a04c05d6b9cc036aafd897a0ec,him/prpers<prn><obj><p3><m><sg>,8,8,3,3
1.0,1362700881,173334,u:i0sr,en,pt,0b92ea6f088f642e9aaa8c2acc7d7b0a,boy/boy<n><sg>,3,3,1,1
1.0,1362723568,150,u:f00c,fr,en,297853cd5696e6152fccd24fefdd6c66,mots/mot<n><m><pl>,4,4,1,1
1.0,1362096477,2949864,u:grAZ,es,en,1494e77424cccd4252c3865e5d635be7,cuándo/cuándo<adv><itg>,13,12,2,2
1.0,1362100769,355,u:gogC,en,es,2d7715db3b4a525d703dee6e80e38c6a,plates/plate<n><pl>,2,2,1,1
0.5,1362933075,669439,u:imzO,en,es,529445ad4ea7fd18139ccdabce01ad06,reply/reply<n><sg>,4,3,2,1
0.8,1362449939,258,u:iYBw,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,4,4,5,4
1.0,1363096672,427303,u:hg5N,en,it,02f223d35274044da61fd6ed8a1729ab,turtles/turtle<n><pl>,4,4,1,1
1.0,1363101417,178,u:jhmF,es,en,fda174b61b0ed5e2eaa6deceae37f56b,son/ser<vbser><pri><p3><pl>,6,5,4,4
1.0,1362335287,146823,u:h_hr,en,es,715176b2531f23894fa17069ca039496,love/love<vblex><pres>,3,3,1,1
1.0,1362753963,194,u:t5V,en,es,764e3dc3b4ba7256526f0b66c33d778d,hello/hello<ij>,5,5,1,1
1.0,1362409915,390971,u:iLes,en,es,678bfa5d0ccd050c12395a792abaff12,i/prpers<prn><subj><p1><mf><sg>,6,6,1,1
1.0,1362167378,2002173,u:f-G3,es,en,ce1f6015717667884d1f27d6f355ca91,oyes/oír<vblex><pri><p2><sg>,3,2,1,1
1.0,1362353160,1135562,u:-b,en,es,19b84fe26675ff460d0165742e21ec93,fashion/fashion<n><sg>,17,16,1,1
0.666666666667,1362585671,20166075,u:vRK,en,es,928787744a962cd4ec55c1b22cedc913,eats/eat<vblex><pri><p3><sg>,129,125,6,4
0.0,1362245203,58,u:fbPI,es,en,3f60e879bd40b3e9d261375fd25f93cd,padre/padre<n><m><sg>,26,22,1,0
1.0,1363054683,188182,u:ih8R,de,en,db39f8fc3c7ad9cfbdd37439fdf83168,lehrer/lehrer<n><m><sg><dat>,17,14,1,1
1.0,1362217096,1277205,u:h5jd,es,en,b1b2b2203009f082a1cf172e42fa65a3,el/el<det><def><m><sg>,3,2,3,3
1.0,1362768843,775659,u:fG9t,es,en,e8578c557b3989f9efbc424f9430091d,come/comer<vblex><pri><p3><sg>,59,56,1,1
1.0,1363085784,342,u:h24C,it,en,49b0edc878fa7adea93353f2bd397e6e,che/che<cnjsub>,9,6,2,2
1.0,1362454699,23655,u:iHGF,it,en,b708ce1bd3baae7ed88fee2d81cd7174,<*sf>/vedere<vblex><pri><*pers><*numb>,1,1,1,1
1.0,1362518917,365,u:f46z,es,en,d0705eafec00822b93bf9cc9a9189bba,zapato/zapato<n><m><sg>,5,5,1,1
1.0,1362570394,47772,u:gfKW,en,it,8b63369904620fbed30af90a67e4ae87,colors/color<n><pl>,6,6,2,2
1.0,1362955144,12153,u:h6VV,en,es,088aac36e78fd43c271ec53eb7f70a60,gray/gray<adj><sint>,17,15,1,1
1.0,1362928533,7351384,u:e5LK,fr,en,8bd6d060bb604e17c936418f835d87c8,mon/mon<det><pos><m><sg>,8,6,1,1
0.666666666667,1362852592,432559,u:iwnm,fr,en,fa60eb781d24b892375c5e2e8eeb7009,d'accord/d'accord<adv>,4,4,3,2
0.0,1362108622,527351,u:fOIA,en,pt,d81d94c51553d0ff72403df5deaa9d11,twice/twice<adv>,5,5,1,0
1.0,1362432764,42008,u:iNL4,fr,en,426041c35bef83b731e0fc51b8a551d1,sa/son<det><pos><f><sg>,2,2,1,1
0.0,1362278791,1381765,u:h2nB,en,pt,6467457ef675ada64c360e7d17642aaf,men/man<n><pl>,3,3,1,0
1.0,1362234461,1482,u:hV6J,en,es,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,51,46,1,1
0.5,1362840905,1718351,u:h22c,pt,en,646eacbdadabb6c714fef0b2aeb40f6c,gatos/gato<n><m><pl>,2,2,2,1
1.0,1362997938,116,u:h1pN,es,en,c2c8a202a12411858f87d4dcef5b2998,no/no<adv>,85,72,1,1
1.0,1363040454,4086,u:g3yl,fr,en,2d0937077480a627a3973de2a1e4015a,vin/vin<n><m><sg>,12,11,2,2
1.0,1362496447,502795,u:heD9,en,es,6b945b144608aa4e5b254baf20e2be77,cat/cat<n><sg>,15,13,2,2
1.0,1362970298,4354899,u:gekN,es,en,9c976cff2586b5effd397d7905eb7074,camisa/camisa<n><f><sg>,2,2,1,1
1.0,1362436813,712852,u:dlpG,de,en,9fe212cc6fd9dca70bddd3835cee96b5,dritten/dritt<adj><ord><nt><sg><dat><mix>,12,10,3,3
1.0,1362253725,436601,u:iDzy,en,es,d5efc552aaea3109eb5388aa1ec8673d,the/the<det><def><sp>,11,11,1,1
1.0,1362372411,265478,u:gRt3,de,en,84920990d78044db53c1b012f5bf9ab5,das/das<det><def><nt><sg><nom>,29,26,1,1
1.0,1362427661,3372041,u:gG-a,de,en,4635584da9ff676724eca4ade50daa8b,mag/mögen<vbmod><pri><p1><sg>,9,8,2,2
1.0,1362534623,3554,u:g4c0,es,en,3f60e879bd40b3e9d261375fd25f93cd,padre/padre<n><m><sg>,27,24,1,1
1.0,1362331625,13514,u:hnsm,es,en,e1cb11fdf2945f82d2b10832bbc6e6dc,naranja/naranja<n><f><sg>,6,5,1,1
1.0,1362593453,513563,u:f7pf,en,pt,f8fdb9076b95ddccaccdbad286b0b558,dogs/dog<n><pl>,3,3,1,1
0.75,1362866787,595352,u:cee1,de,en,03e0397f28ba72f232d711ba5aff7918,rote/rot<adj><pst><mf><pl><acc><st>,5,4,4,3
1.0,1362692446,445,u:gFFX,es,en,99cd0848be9239250ffd99e11add7338,de/de<pr>,13,10,1,1
1.0,1362194421,5859,u:-b,en,es,b968b069e4e2c04848e9f8924e34c031,we/prpers<prn><subj><p1><mf><pl>,519,477,1,1
1.0,1362488947,227,u:gwfp,it,en,2e1d1669f524d5548cf8f4a88d952de3,<*sf>/donna<n><f><*numb>,46,45,2,2
1.0,1363064780,525,u:diI_,en,pt,c3c416ec9a16d9ec6f7b96236c5b49e2,dog/dog<n><sg>,25,22,1,1
0.5,1362915997,83034,u:P7A,es,en,b50078c1723b7128395e7beb0e724978,hijo/hijo<n><m><sg>,8,7,2,1
1.0,1362444686,135,u:h1RS,en,es,7dab41a78fec1de7eea6f4e0f5173f3a,hats/hat<n><pl>,12,12,2,2
1.0,1362334621,1289989,u:hBE0,de,en,306560d6f47275980bdfc69f8f338552,trinkt/trinken<vblex><pri><p3><sg>,9,7,1,1
0.666666666667,1362393720,157,u:NPs,en,es,6d4c572af8022cb4784ce0f8898d1905,to/to<pr>,2368,1456,3,2
1.0,1362115727,100850,u:g8bA,it,en,369a9e9fa1957875d93e8a331cc16fa1,formica/formica<n><f><sg>,2,1,1,1
1.0,1362090930,2581,u:hICs,it,en,fb50ceb92e5f6d2602e7831fbf5ccf6a,venerdì/venerdì<n><m><sp>,4,3,1,1
1.0,1362408415,542,u:gFvv,en,it,dc8890005d3fed9acd1d49f8826e7f5b,military/military<adj>,4,4,1,1
1.0,1362567927,485,u:ih06,en,pt,3d65e220a74477fe08facff1a0d9a303,dresses/dress<n><pl>,5,5,1,1
1.0,1362175318,88913,u:iy_7,de,en,3dd3ba6bc986ac9f644f2a708fa3b471,restaurant/restaurant<n><nt><sg><nom>,3,3,2,2
1.0,1363016225,442,u:gP5u,en,it,86c1aa3e520a4c53b01cb67fb43d4a00,such/such<det><ind><sp>,15,9,1,1
1.0,1362463440,18125,u:fsPe,en,es,e09b138d58a98c83f120ffbc898ce818,at/at<pr>,7,6,1,1
1.0,1363052647,1392,u:jfWW,es,en,958e352cb64f78feed5afb5b95657dbe,eres/ser<vbser><pri><p2><sg>,5,4,1,1
1.0,1363019099,950,u:gLpS,en,es,6909190763d72ec8624110d0fb200d75,bit/bit<n><sg>,54,50,1,1
1.0,1362427359,127885,u:iDXH,es,en,f6c9bfdfd7b9476af5a121707805253a,verdes/verde<adj><mf><pl>,3,3,1,1
1.0,1362952490,665,u:gXxt,es,en,fab116ba0fa3d2c90566c88edc41478c,cerca/cerca<pr>,2,1,1,1
1.0,1362773790,529915,u:g1Sg,en,it,0bd5d9cd7baaaf384b5344e27d15cecd,food/food<n><sg>,138,126,1,1
1.0,1362713533,4414,u:iRiV,es,en,05b4e4c3500b553a2439c810f0771392,pato/pato<n><m><sg>,19,13,1,1
1.0,1362638880,351,u:fzDw,es,en,11d02829b51e0f162d853c969a91a30a,cangrejo/cangrejo<n><m><sg>,6,5,1,1
1.0,1362743022,944635,u:ig_7,en,it,139766d14e48fe6a5e9182e27ae7aa0b,while/while<cnjadv>,7,6,8,8
1.0,1362769388,682074,u:hckO,en,es,c7cdabd85f63506807f8d856897a2089,it/prpers<prn><subj><p3><nt><sg>,24,24,1,1
1.0,1363066868,388629,u:h82e,es,en,c8717b9b00c27991085a7c698504ca0f,oficio/oficio<n><m><sg>,5,4,2,2
1.0,1363037733,205,u:cCbO,en,es,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,9,9,1,1
1.0,1362288400,258753,u:iLE7,pt,en,0d4b9ed7df56ee57b0804160a4dd4672,bebo/beber<vblex><pri><p1><sg>,3,2,4,4
1.0,1362449673,152,u:igDX,es,en,23e98756563d6ebd837d88b76c4f7850,quiere/querer<vblex><pri><p3><sg>,13,12,1,1
1.0,1362552105,167580,u:iSDi,es,en,108c28dd4282cc9ada6139270342d870,abrigo/abrigo<n><m><sg>,4,3,2,2
1.0,1362489713,6482,u:by37,es,en,88b83603f8245577a390a7cb07cf6f37,<*sf>/plato<n><m><*numb>,2,2,1,1
1.0,1362765810,222,u:gx1t,en,pt,b314eb04f77f9a6f277a4f6546d51287,rice/rice<n><sg>,41,39,1,1
0.666666666667,1362691927,268708,u:foXk,en,es,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,53,50,3,2
1.0,1362959649,1742725,u:hKHQ,en,pt,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,4,4,2,2
1.0,1362771493,31781,u:gQgw,es,en,be8546b90dfa8fa072b9cb9c227e891e,plazo/plazo<n><m><sg>,2,1,1,1
0.5,1363081321,319997,u:6p7,fr,en,28bf9a71ef6ce4721e906f594b7a5b80,fille/fille<n><f><sg>,47,46,2,1
1.0,1362248937,13388608,u:biwA,es,en,ea55cbcafba6954b4c37bbb565651c12,naturaleza/naturaleza<n><f><sg>,2,1,1,1
1.0,1362543335,810,u:hEdM,en,es,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,30,28,3,3
1.0,1362613722,200,u:fYX_,es,en,cc996312cd47e305f8b9058d3afc958c,cebolla/cebolla<n><f><sg>,15,15,2,2
1.0,1362929878,3639,u:iVri,en,pt,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,10,10,1,1
1.0,1362995092,2434,u:0WM,de,en,2b1cd5177089b440a96cb958b86fe0d0,verkäufer/verkäufer<n><m><sg><nom>,7,7,1,1
1.0,1362934247,429832,u:iMPA,fr,en,f3996a785b8d9fe04c44850c79a0a337,est/être<vbser><pri><p3><sg>,4,4,4,4
1.0,1363086557,1113,u:jgRu,es,en,e5a09ea1bd469575ed000382d5cee176,mujer/mujer<n><f><sg>,16,13,1,1
1.0,1362596959,793,u:hYWm,en,es,6b945b144608aa4e5b254baf20e2be77,cat/cat<n><sg>,1,1,2,2
1.0,1363044493,104214,u:D67,de,en,6b63659d604e3799eb0cbac4fbed7541,enthält/enthalten<vblex><pri><p3><sg>,11,11,1,1
1.0,1362546995,149,u:dh3z,en,es,c7cdabd85f63506807f8d856897a2089,it/prpers<prn><subj><p3><nt><sg>,17,15,2,2
1.0,1362149780,2596,u:iO3k,en,es,c00649d7a795a4ad88d646ecab3cc07d,has/have<vblex><pri><p3><sg>,8,8,1,1
1.0,1362334185,962,u:gMz0,en,es,a795ebc1f3594828969e8c2fe544f983,<*sf>/moment<n><*numb>,3,3,1,1
0.8,1362423705,264,u:dz5e,de,en,4bef2502051a51a6cce575d21c6ea7a0,aßt/essen<vblex><pii><p2><sg>,3,3,5,4
1.0,1362412317,132767,u:iOQN,de,en,89572d2ea236692120e191282b17695c,das/das<rel><nt><sg><nom>,8,8,1,1
0.75,1363075215,39723,u:jffq,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,4,4,4,3
1.0,1362104076,868950,u:hG_A,fr,en,631d297c324518ea97ac01fd2abd6e46,les/le<det><def><mf><pl>,13,12,2,2
0.666666666667,1362949733,328042,u:i4lO,en,es,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,2,2,3,2
0.0,1362152604,1703,u:iOkA,es,en,15f99792b4df114a9390e9c5c8c98d8e,comemos/comer<vblex><pri><p1><pl>,2,1,1,0
1.0,1362389213,645199,u:hKV5,es,en,8d3f6d7d6123ad0dfd82cd0f4c7e238a,importante/importante<adj><mf><sg>,2,2,4,4
1.0,1363052458,91247,u:igbT,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,10,8,1,1
1.0,1362093162,97110,u:ijpU,en,es,7b2e60314cad24be935a55062cb7f65e,newspapers/newspaper<n><pl>,3,1,2,2
1.0,1362744206,501946,u:iK46,es,en,390ec159f2c8aa285ba7f326075cb44f,jueves/jueves<n><m><sp>,3,3,7,7
1.0,1362173532,235,u:iDUy,fr,en,f33d03eb218b85038d73d61d3064e57c,<*sf>/jupe<n><f><*numb>,1,1,1,1
0.666666666667,1362518995,494895,u:dKbE,de,en,230a37a2e4479a89b4f3f409841c5556,mittagessen/mittag<n>,2,2,3,2
1.0,1362942965,162356,u:hP_A,en,it,da5401cc1e8ab70286fb3beffe9deb84,popular/popular<adj>,3,3,1,1
0.5,1362494264,1084974,u:boTC,de,en,232c150ed938cb74c80528edb0eee317,karriere/karriere<n><f><sg><nom>,6,5,2,1
1.0,1362368043,38480,u:ill9,en,es,02f223d35274044da61fd6ed8a1729ab,turtles/turtle<n><pl>,8,8,1,1
1.0,1362489910,228352,u:h2x5,fr,en,929e973567086fde8d8122ef54f2d2f0,sandwichs/sandwich<n><m><pl>,2,2,1,1
1.0,1362558396,2213778,u:g7Jt,en,es,5553a0dd1adb8ab01dcff49a7a2190e0,yours/yours<prn><pos><mf><sp>,25,24,7,7
1.0,1362167374,686751,u:hQzx,es,en,7e416735d7d43c3c0fc30d10801a352d,si/si<cnjadv>,4,3,1,1
1.0,1362707634,442936,u:iKM2,en,pt,2c370f156deb55e34cde0fe1f51f826a,swim/swim<vblex><pres>,9,9,3,3
1.0,1362437907,132,u:grGM,de,en,887f1e4e561f9436ddbf9624bfb7abf4,willkommen/willkommen<adj><pst><attr>,5,5,2,2
1.0,1363053768,1426370,u:g1cP,en,es,7489751fe9a37e9c8f03e2e4562b8d03,in/in<pr>,1,1,1,1
1.0,1362301565,2122,u:g4C8,es,en,51030e1c1253eb454938e74cfc329cdd,<*sf>/vivir<vblex><pri><*pers><*numb>,16,15,1,1
0.5,1362942254,1100618,u:icxh,en,pt,5e56b2dcc7cdc8f6cd58854622b45643,her/her<det><pos><sp>,5,4,2,1
1.0,1362282028,1471745,u:gvAS,de,en,f0018f1d6164d3c67265ca716588f7cb,es/es<prn><p3><nt><sg><nom>,22,19,1,1
1.0,1362537724,4089,u:iStf,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,61,56,6,6
1.0,1362543395,2002295,u:hcgu,de,en,e83432c98b3619a933438e9300467491,wasser/wasser<n><nt><sg><acc>,11,11,1,1
1.0,1362681700,782235,u:f-Hx,en,es,a5acd980d17d726d1c99e7b974d3f52d,for/for<pr>,3,3,1,1
1.0,1362711957,293020,u:fYOP,es,en,d9af68e3146482bd2fd728ff9c542815,desde/desde<pr>,18,17,1,1
1.0,1362087323,227734,u:hv7a,es,en,8a983364dfa0384768234c9b8f843a6d,papa/papa<n><f><sg>,13,13,3,3
0.777777777778,1362517280,327,u:iSGN,fr,en,eeaea9dd7feaad06518e114c325d1308,des/de<pr>+le<det><def><mf><pl>,13,8,9,7
1.0,1362856417,5716228,u:fK8O,es,en,d0705eafec00822b93bf9cc9a9189bba,zapato/zapato<n><m><sg>,3,3,1,1
1.0,1362494853,1156,u:hMjd,de,en,4270d485372bac72916ea26bf6f11437,katzen/katze<n><f><pl><nom>,6,6,1,1
1.0,1362771321,1579,u:fkNJ,en,es,0b92ea6f088f642e9aaa8c2acc7d7b0a,boy/boy<n><sg>,10,8,3,3
1.0,1362440981,171,u:trR,it,en,16ab45454c38577f6e43b27c32ff495b,nostri/nostro<det><pos><m><pl>,8,4,1,1
1.0,1362609843,179,u:i3DF,fr,en,653d29704b56b4a27be6b89f0a64453e,homme/homme<n><m><sg>,10,10,6,6
1.0,1363024667,99652,u:hEN7,de,en,e0fc2007688b591de1acf8374c9ce38e,und/und<cnjcoo>,36,32,2,2
1.0,1362710723,219,u:f9MF,en,es,ec2421cd46a8a5886683b084aa8e2c5d,runs/run<vblex><pri><p3><sg>,4,3,1,1
0.6,1363036399,4916,u:h0OS,fr,en,6902d9b508caff78cd3e00b411aa5ec2,comment/comment<adv><itg>,3,3,5,3
1.0,1362506102,252,u:h0DM,en,es,d3619a3e50c3b522703d66166855d3bf,'/'<apos>,24,21,2,2
0.0,1362505691,859333,u:htDt,en,es,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,20,18,1,0
1.0,1362246029,1740590,u:gHXZ,es,en,643a8f5b512b84a50b0ef7bc3ec91e9f,mucho/mucho<adv>,2,2,1,1
1.0,1362844666,352,u:hgZV,en,es,33a7fd42f74b2d2b1110f1b0c8b6db38,not/not<adv>,41,37,1,1
1.0,1362532887,204,u:iQE6,es,en,0939af7a5aa69adc2ff42bcecfa2f545,lees/leer<vblex><pri><p2><sg>,4,4,2,2
1.0,1362465875,203527,u:hGpj,it,en,c6674586e04408d157ed07f180c52bb6,cavallo/cavallo<n><m><sg>,1,1,1,1
1.0,1363058921,1013,u:fkzm,en,es,8e2f03617a85d97f126dfb2293e7a368,elephants/elephant<n><pl>,3,3,1,1
1.0,1362852061,588026,u:hhiH,es,en,d6e120bd59e4eb7133c80028f4605cc2,rojos/rojo<adj><m><pl>,15,15,1,1
1.0,1363033136,676208,u:hqQV,en,pt,5e56b2dcc7cdc8f6cd58854622b45643,her/her<det><pos><sp>,22,21,1,1
1.0,1362170385,615,u:ilGt,de,en,147a51485776ab201a8faf6fc39b22a1,achtung/achtung<n><f><sg><nom>,7,7,1,1
0.75,1362092659,29056,u:iGdO,de,en,6f9902a2e4d1f353aecc47843c9df6e7,eine/ein<det><ind><f><sg><nom>,5,5,4,3
1.0,1362758485,15954,u:fZ_6,de,en,e1a4b73ededc4032627e418a3bb86cd0,milch/milch<n><f><sg><*case>,11,11,1,1
0.0,1362697592,90425,u:iGzt,es,en,958e352cb64f78feed5afb5b95657dbe,eres/ser<vbser><pri><p2><sg>,5,5,1,0
1.0,1362876578,422,u:gr4I,en,pt,55f383178cf0fdc463ef1ebf91bd288d,milk/milk<n><sg>,20,18,1,1
1.0,1362447139,87617,u:hZii,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,70,67,5,5
1.0,1362514561,3278,u:itKr,es,en,a51bbbc4aae2ca9d2a14353a6cf46434,mismo/mismo<adj><m><sg>,3,2,2,2
1.0,1362623342,765,u:hk4h,en,es,16f2acaffe30cb9a81f422674d398df4,he/prpers<prn><subj><p3><m><sg>,13,13,3,3
